,Unnamed: 0,source,author,title,description,url,urlToImage,publishedAt,content
95,95,"{'id': None, 'name': 'Yahoo Entertainment'}",PR Newswire,The Worldwide Cloud Managed Services Industry is Estimated to Reach $319.4 Billion by 2031,"The ""Global Cloud Managed Services Market By Service Type, By Enterprise Size, By Industry Vertical: Global Opportunity Analysis and Industry Forecast, 2021-...",https://finance.yahoo.com/news/worldwide-cloud-managed-services-industry-104500142.html,https://media.zenfs.com/en/prnewswire.com/e75ef6f3096d7cb6f5dd43ba82eca2fe,2023-01-12T10:45:00Z,"DUBLIN, Jan. 12, 2023 /PRNewswire/ -- The ""Global Cloud Managed Services Market By Service Type, By Enterprise Size, By Industry Vertical: Global Opportunity Analysis and Industry Forecast, 2021-2031… [+12025 chars]"
96,96,"{'id': None, 'name': 'Yahoo Entertainment'}",Vantage Market Research,Digital Oilfield Market Size & Share to Surpass $34.7 Billion by 2028 | Vantage Market Research,"WASHINGTON, Jan. 16, 2023 (GLOBE NEWSWIRE) -- Global Digital Oilfield Market is valued at $ 24.1 Billion in 2021 and is projected to reach a value of $ 34.7 ...",https://finance.yahoo.com/news/digital-oilfield-market-size-share-133200886.html,https://media.zenfs.com/en/globenewswire.com/6f880bf126de30dfde36722a390df3e0,2023-01-16T13:32:00Z,"Vantage Market Research, The North Star for the Working World
WASHINGTON, Jan. 16, 2023 (GLOBE NEWSWIRE) -- Global Digital Oilfield Market is valued at $ 24.1 Billion in 2021 and is projected to rea… [+10350 chars]"
97,97,"{'id': None, 'name': 'Yahoo Entertainment'}",PR Newswire,Global Metrology Services Market Report 2022: Industry to Reach $1 Billion by 2028 at a 6.1% CAGR,"The ""Global Metrology Services Market Size, Share & Industry Trends Analysis Report by Application (Industrial, Automotive, Aerospace, Power Generation and...",https://finance.yahoo.com/news/global-metrology-services-market-report-181500804.html,https://media.zenfs.com/en/prnewswire.com/e75ef6f3096d7cb6f5dd43ba82eca2fe,2023-01-03T18:15:00Z,"DUBLIN, Jan. 3, 2023 /PRNewswire/ -- The ""Global Metrology Services Market Size, Share &amp; Industry Trends Analysis Report by Application (Industrial, Automotive, Aerospace, Power Generation and Ot… [+6511 chars]"
98,98,"{'id': None, 'name': 'Yahoo Entertainment'}",PR Newswire,"Customer Experience Outsourcing Services in North America 2022: Players Include Arise Virtual Solutions, Concentrix, Conduent, Firstsource and Genpact","The ""Customer Experience Outsourcing Services in North America, 2022: Frost Radar Report"" report has been added to ResearchAndMarkets.com's offering.",https://finance.yahoo.com/news/customer-experience-outsourcing-services-north-194500592.html,https://media.zenfs.com/en/prnewswire.com/e75ef6f3096d7cb6f5dd43ba82eca2fe,2023-01-06T19:45:00Z,"DUBLIN, Jan. 6, 2023 /PRNewswire/ -- The ""Customer Experience Outsourcing Services in North America, 2022: Frost Radar Report"" report has been added to  ResearchAndMarkets.com's offering.
Research a… [+4442 chars]"
99,99,"{'id': None, 'name': 'Yahoo Entertainment'}",Reuters,Marketmind: Disinflation elation,It will likely take a big surprise in Thursday's critical U.S. inflation update to knock markets off their assumption that 2023 is a year of disinflation and...,https://finance.yahoo.com/news/marketmind-disinflation-elation-110626299.html,https://media.zenfs.com/en/reuters-finance.com/043c896297dbe88a01efef0985a24f33,2023-01-12T11:06:26Z,"A look at the day ahead in U.S. and global markets from Mike Dolan.
It will likely take a big surprise in Thursday's critical U.S. inflation update to knock markets off their assumption that 2023 is… [+4032 chars]"
0,0,"{'id': None, 'name': 'Lifehacker.com'}",Jake Peterson,Windows 7 Is Officially Dead,"Windows 7 launched in October of 2009. Barack Obama was president, Avatar was soon to hit movie theaters, and swine flu was officially declared a global pandemic. The world has changed a lot since then (for example, Avatar 2 is set in the water instead of the…",https://lifehacker.com/windows-7-is-officially-dead-1849966248,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/3b5b753d21bfb5372ebc69a0003ff225.jpg",2023-01-09T20:00:00Z,"Windows 7 launched in October of 2009. Barack Obama was president, Avatar was soon to hit movie theaters, and swine flu was officially declared a global pandemic. The world has changed a lot since th… [+2858 chars]"
1,1,"{'id': None, 'name': 'Lifehacker.com'}",Brendan Hesse,Every Game Coming to PlayStation Plus and Xbox Game Pass in January 2023 (So Far),"Happy new year! I hope you got a chance to catch up on your gaming backlog over the holidays, because 2023 is starting off strong with a litany of great games coming to PlayStation Plus and Xbox Game Pass in this month, including freebies you can download and…",https://lifehacker.com/every-game-coming-to-playstation-plus-and-xbox-game-pas-1849946592,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/81e8dfc48101ac53ffe05a4450430cf2.png",2023-01-04T16:00:00Z,"Happy new year! I hope you got a chance to catch up on your gaming backlog over the holidays, because 2023 is starting off strong with a litany of great games coming to PlayStation Plus and Xbox Game… [+5302 chars]"
2,2,"{'id': 'engadget', 'name': 'Engadget'}",Igor Bonifacic,Microsoft will shut down AltspaceVR on March 10th,"Microsoft is narrowing its metaverse ambitions
. In a blog post
 spotted by VentureBeat
 (via The Verge
), the company announced it would shut down AltspaceVR, the social virtual reality platform the company acquired in 2017
, on March 10th, 2023. Micros…",https://www.engadget.com/microsoft-will-shut-down-altspacevr-on-march-10th-232434724.html,https://s.yimg.com/os/creatr-uploaded-images/2022-02/1beac560-8f4c-11ec-97f6-707c11d964e0,2023-01-21T23:24:34Z,"Microsoft is narrowing its metaverse ambitions
. In a blog post
 spotted by VentureBeat
 (via The Verge
), the company announced it would shut down AltspaceVR, the social virtual reality platform… [+1301 chars]"
3,3,"{'id': 'engadget', 'name': 'Engadget'}",Igor Bonifacic,Microsoft and FTC pre-trial hearing set for January 3rd,"A federal judge has set a date for the first pre-trial hearing between Microsoft and the Federal Trade Commission (FTC). The two go to court on January 3rd to spar over the fate of Microsoft’s $69 billion bid
 to buy Call of Duty publisher Activision Blizzar…",https://www.engadget.com/pre-trial-hearing-between-microsoft-and-ftc-set-for-january-3rd-203320387.html,https://s.yimg.com/os/creatr-uploaded-images/2022-01/273da800-787d-11ec-bd5d-9277449edd60,2023-01-01T20:33:20Z,A federal judge has set a date for the first pre-trial hearing between Microsoft and the Federal Trade Commission (FTC). The two go to court on January 3rd to spar over the fate of Microsofts $69 bil… [+1619 chars]
4,4,"{'id': 'engadget', 'name': 'Engadget'}",Will Shanklin,Congress blocks purchase of more Microsoft combat goggles,"The US government has reportedly passed on buying more HoloLens-based AR combat goggles from Microsoft after discovering the current version has some kinks to work out, according to Bloomberg. So instead of ordering more of the current model, the government a…",https://www.engadget.com/microsoft-hololens-army-combat-goggles-congress-block-202637552.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/c338f530-92b1-11ed-b7ae-6ed768db2913,2023-01-12T20:26:37Z,"The US government has reportedly passed on buying more HoloLens-based AR combat goggles from Microsoft after discovering the current version has some kinks to work out, according to Bloomberg. So ins… [+1454 chars]"
5,5,"{'id': 'engadget', 'name': 'Engadget'}",Jessica Conditt,Microsoft is now the home of the video game industry's largest union,"Quality assurance workers at ZeniMax Studios today voted in favor of forming a union with Communications Workers of America — and ZeniMax's parent company, Microsoft, didn't stand in the way. Microsoft formally recognized ZeniMax Workers United/CWA alongside …",https://www.engadget.com/microsoft-union-zenimax-vote-recognize-190529301.html,https://s.yimg.com/os/creatr-uploaded-images/2022-12/fc5badf0-8b98-11ed-b9fe-754f0a01e72e,2023-01-03T19:05:29Z,"Quality assurance workers at ZeniMax Studios today voted in favor of forming a union with Communications Workers of America and ZeniMax's parent company, Microsoft, didn't stand in the way. Microsoft… [+1206 chars]"
6,6,"{'id': 'engadget', 'name': 'Engadget'}",Igor Bonifacic,"Microsoft could lay off as many as 11,000 employees this week","Microsoft could announce wide-sweeping layoffs within the next few days. The possibility of the tech giant laying off a significant part of its workforce was first reported by Sky News
 and later corroborated by Bloomberg
. Sky put the number of the cuts at…",https://www.engadget.com/microsoft-could-lay-off-as-many-as-11000-employees-this-week-204254529.html,https://s.yimg.com/os/creatr-images/2019-06/3fea2610-976d-11e9-bc7e-f7c501a19584,2023-01-17T20:42:54Z,"Microsoft could announce wide-sweeping layoffs within the next few days. The possibility of the tech giant laying off a significant part of its workforce was first reported by Sky News
 and later co… [+1462 chars]"
7,7,"{'id': 'engadget', 'name': 'Engadget'}",Igor Bonifacic,Phil Spencer says Microsoft will continue to ‘support and grow’ Halo amid 343 layoffs,"Xbox head Phil Spencer says Microsoft remains committed to the Halo franchise and developer 343 Industries. In an interview following this week’s Xbox and Bethesda Developer Direct showcase
, Spencer told IGN
 “the heart and soul of Halo is with 343 and the…",https://www.engadget.com/phil-spencer-says-microsoft-will-continue-to-support-and-grow-halo-amid-343-layoffs-184954755.html,https://s.yimg.com/os/creatr-images/2019-05/f6918bc0-7b29-11e9-97b6-2df8ddf3e44f,2023-01-29T18:49:54Z,"Xbox head Phil Spencer says Microsoft remains committed to the Halo franchise and developer 343 Industries. In an interview following this weeks Xbox and Bethesda Developer Direct showcase
, Spencer… [+1816 chars]"
8,8,"{'id': 'engadget', 'name': 'Engadget'}",Steve Dent,Apple TV and Apple Music apps quietly appear on the Microsoft Store,"Apple Music and Apple TV apps have quietly arrived as preview versions on Microsoft Windows 11, according to a tweet from @ALumia_Italia seen by Thurrott. It's now possible to download the apps from the Microsoft Store, along with another preview app called A…",https://www.engadget.com/apple-tv-and-apple-music-apps-quietly-appear-on-the-microsoft-store-123547865.html,https://s.yimg.com/os/creatr-uploaded-images/2021-10/f7694340-25b2-11ec-bb65-1f3d94c5d6b3,2023-01-12T12:35:47Z,"Apple Music and Apple TV apps have quietly arrived as preview versions on Microsoft Windows 11, according to a tweet from @ALumia_Italia seen by Thurrott. It's now possible to download the apps from … [+1341 chars]"
9,9,"{'id': 'engadget', 'name': 'Engadget'}",Igor Bonifacic,Halo developer says franchise is 'here to say' after studio ‘hit hard’ by Microsoft layoffs,"Halo Infinite
 developer 343 Industries took to Twitter on Saturday to share a brief message about the franchise's future. “Halo and Master Chief are here to stay,” 343 said in a statement attributed to studio head Pierre Hintze. “343 Industries will continu…",https://www.engadget.com/343-industries-says-halo-and-master-chief-are-here-to-stay-after-studio-hit-hard-by-microsoft-layoffs-203029094.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/19241050-9a92-11ed-996a-b1b95107b9ae,2023-01-22T20:30:29Z,"Halo Infinite
 developer 343 Industries took to Twitter on Saturday to share a brief message about the franchise's future. Halo and Master Chief are here to stay, 343 said in a statement attributed … [+1551 chars]"
10,10,"{'id': 'engadget', 'name': 'Engadget'}",Will Shanklin,DARPA wants AR goggles to help soldiers with complex tasks,"DARPA (Defense Advanced Research Projects Agency) is developing a new system to help military personnel perform complex tasks. Perceptually-enabled Task Guidance (PTG) technology uses sensors to see and hear what the user sees and hears, guiding them through …",https://www.engadget.com/darpa-ptg-program-hololens-ai-ar-instructions-214124511.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/d803ff40-9cf3-11ed-b7d7-a067aeaf2052,2023-01-25T21:41:24Z,DARPA (Defense Advanced Research Projects Agency) is developing a new system to help military personnel perform complex tasks. Perceptually-enabled Task Guidance (PTG) technology uses sensors to see … [+2116 chars]
11,11,"{'id': 'engadget', 'name': 'Engadget'}",Devindra Hardawar,Engadget Podcast: Apple’s new M2 MacBook Pros and Mac Mini,"Apple’s first major announcements of 2023 are here! This week, Devindra and Deputy Editor Nathan Ingraham chat about Apple’s new M2 Pro/Max MacBook Pros and Mac Mini. Sure, they seem like solid upgrades, but did they come too late? Also, we dive into the late…",https://www.engadget.com/engadget-podcast-apple-m2-macbook-pro-mac-mini-133012497.html,https://s.yimg.com/os/creatr-uploaded-images/2020-11/c8e851c0-2b3d-11eb-baea-6c6fe29971fb,2023-01-20T13:30:12Z,"Apples first major announcements of 2023 are here! This week, Devindra and Deputy Editor Nathan Ingraham chat about Apples new M2 Pro/Max MacBook Pros and Mac Mini. Sure, they seem like solid upgrade… [+1149 chars]"
12,12,"{'id': 'engadget', 'name': 'Engadget'}",Mat Smith,The Morning After: Donald Trump is getting his Facebook and Instagram accounts back,"It's already been over two years since Meta extended former President Donald Trump's ""indefinite"" suspension from Facebook. Now, the company has reinstated his account. In a statement, Meta said Trump would be able to access his Facebook and Instagram account…",https://www.engadget.com/the-morning-after-donald-trump-is-getting-his-facebook-and-instagram-accounts-back-121528848.html,https://s.yimg.com/os/creatr-uploaded-images/2022-11/b75a13e0-65a0-11ed-bdfb-618fcdf4b464,2023-01-26T12:15:28Z,"It's already been over two years since Meta extended former President Donald Trump's ""indefinite"" suspension from Facebook. Now, the company has reinstated his account. In a statement, Meta said Trum… [+3889 chars]"
13,13,"{'id': 'engadget', 'name': 'Engadget'}",Devindra Hardawar,Engadget Podcast: Why is air travel falling apart?,"The IT Crowd was right! You really should try turning everything off and on again to make it work. This week, Cherlynn and Devindra discuss how the FAA did just that to fix its NOTAM system, which alerts pilots of potential hazards. It turns out a database er…",https://www.engadget.com/engadget-podcast-airlines-faa-notam-outage-133027802.html,https://s.yimg.com/os/creatr-uploaded-images/2020-11/c8e851c0-2b3d-11eb-baea-6c6fe29971fb,2023-01-13T13:30:27Z,"The IT Crowd was right! You really should try turning everything off and on again to make it work. This week, Cherlynn and Devindra discuss how the FAA did just that to fix its NOTAM system, which al… [+1280 chars]"
14,14,"{'id': 'engadget', 'name': 'Engadget'}",Jon Fingas,'Hi-Fi Rush' is an action rhythm game you can play today,"Here's a pleasant surprise from Xbox and Bethesda's Developer Direct showcase: a full game you can download (almost) right away. The Evil Within studio Tango Gameworks has unveiledHi-Fi Rush, a combo-driven brawler with rhythm game elements. You play Chai, a …",https://www.engadget.com/hi-fi-rush-release-date-205659375.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/f13fc070-9cee-11ed-a8ff-5cf8c1799f56,2023-01-25T20:56:59Z,"Here's a pleasant surprise from Xbox and Bethesda's Developer Direct showcase: a full game you can download (almost) right away. The Evil Within studio Tango Gameworks has unveiledHi-Fi Rush, a combo… [+1089 chars]"
15,15,"{'id': 'engadget', 'name': 'Engadget'}",Steve Dent,"Google is laying off 12,000 employees","Google parent Alphabet is cutting around 12,000 jobs, or around 6 percent of its global workforce, the company announced in a blog post directed at employees. CEO Sundar Pichai wrote that he was ""deeply sorry"" to employees that will be let go and that it was …",https://www.engadget.com/google-parent-alphabet-is-laying-off-12000-employees-105523115.html,https://s.yimg.com/os/creatr-uploaded-images/2022-07/24edc6a0-02cc-11ed-af77-f846cf750865,2023-01-20T10:55:23Z,"Google parent Alphabet is cutting around 12,000 jobs, or around 6 percent of its global workforce, it wrote in a company-wide email sent to employees. CEO Sundar Pichai wrote that he was ""deeply sorr… [+1311 chars]"
16,16,"{'id': 'engadget', 'name': 'Engadget'}",Steve Dent,Logitech's Brio 300 HD webcams offer auto light correction and noise reduction for $70,"Logitech has unveiled a colorful, budget-oriented line of 1080p webcams, the $70 (£75) Brio 300 series. The aim is to help users struggling with ""poor lighting conditions, unflattering camera angles and low-quality sound,"" the company said. To that end, the B…",https://www.engadget.com/logitech-brio-300-1080p-webcams-auto-light-correction-noise-reducing-mic-091131002.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/0837b890-970a-11ed-a4ff-4c86b50bfd40,2023-01-18T09:11:31Z,"Logitech has unveiled a colorful, budget-oriented line of 1080p webcams, the $70 (£75) Brio 300 series. The aim is to help users struggling with ""poor lighting conditions, unflattering camera angles … [+923 chars]"
17,17,"{'id': 'engadget', 'name': 'Engadget'}",Engadget,Engadget Podcasts,"Engadget Morning EditionReaders already know and love Engadget's daily newsletter, The Morning After. Now, we're bringing the news to your ears. Join UK Bureau Chief Mat Smith for a rundown of the day's top headlines — because who doesn't love hearing a silky…",https://www.engadget.com/2019-08-01-engadget-podcasts.html,https://o.aolcdn.com/images/dims?crop=1920%2C1080%2C0%2C0&quality=85&format=jpg&resize=1600%2C900&image_uri=https://s.yimg.com/os/creatr-uploaded-images/2019-08/3463b0f0-b7ab-11e9-a2f7-2cfbc8bc125e&client=a1acac3e1b3290917d92&signature=3fd806be11666ee9a8fcd0011c5453606628e402,2023-01-20T15:32:49Z,"Engadget Morning Edition
Readers already know and love Engadget's daily newsletter, The Morning After. Now, we're bringing the news to your ears. Join UK Bureau Chief Mat Smith for a rundown of the … [+1450 chars]"
18,18,"{'id': 'engadget', 'name': 'Engadget'}",Devindra Hardawar,"Engadget Podcast: MacBook Pro M2 review, Samsung Unpacked preview","We’ve finally got new gadgets to review! This week, Cherlynn, Devindra and Engadget’s Sam Rutherford dive into the new 14-inch MacBook Pro with an M2 Max chip. Sure, it looks the same as before, but demanding users may appreciate the performance bump. Also, t…",https://www.engadget.com/engadget-podcast-m2-macbook-pro-samsung-unpacked-preview-133013734.html,https://s.yimg.com/os/creatr-uploaded-images/2020-11/c8e851c0-2b3d-11eb-baea-6c6fe29971fb,2023-01-27T13:30:13Z,"Weve finally got new gadgets to review! This week, Cherlynn, Devindra and Engadgets Sam Rutherford dive into the new 14-inch MacBook Pro with an M2 Max chip. Sure, it looks the same as before, but de… [+1369 chars]"
19,19,"{'id': 'engadget', 'name': 'Engadget'}",Kris Holt,Watch Xbox and Bethesda's Developer Direct showcase here at 3PM ET,"The first major gaming showcase of the year is about to take place as Xbox
 and Bethesda
 are set to host the premiere edition of their Developer Direct
. The stream starts at 3PM ET on January 25th. It will be available on Xbox and Bethesda's YouTube
 an…",https://www.engadget.com/watch-xbox-and-bethesdas-developer-direct-showcase-here-at-3pm-et-173244644.html,https://s.yimg.com/os/creatr-uploaded-images/2021-10/b7e00910-35ad-11ec-8cdd-13ffde2fae32,2023-01-25T17:32:44Z,"The first major gaming showcase of the year is about to take place as Xbox
 and Bethesda
 are set to host the premiere edition of their Developer Direct
. The stream starts at 3PM ET on January 25… [+1301 chars]"
20,20,"{'id': 'engadget', 'name': 'Engadget'}",Will Shanklin,JBL updates its Quantum lineup of gaming headphones and earbuds,"JBL only entered the gaming headphone space three years ago, but it’s trying to make up for lost ground with a swath of new gear at CES 2023. The company’s latest headsets all support QuantumSurround, its 7.1 surround sound technology, and several new models …",https://www.engadget.com/jbl-quantum-gaming-headphones-ces-2023-130025001.html,https://s.yimg.com/os/creatr-uploaded-images/2022-12/03b0bc10-821d-11ed-befd-29c31b30f2cf,2023-01-04T13:00:25Z,"JBL only entered the gaming headphone space three years ago, but its trying to make up for lost ground with a swath of new gear at CES 2023. The companys latest headsets all support QuantumSurround, … [+1724 chars]"
21,21,"{'id': 'engadget', 'name': 'Engadget'}",Kris Holt,An Xbox and Bethesda showcase is set for January 25th,"The first major gaming showcase of the year (unless another one emerges in the meantime) is on the calendar. Xbox
 and Bethesda
 are hosting an event on January 25th at 3PM ET. You'll be able to watch it on both brands' Twitch and YouTube channels.The so-ca…",https://www.engadget.com/xbox-bethesda-showcase-developer-direct-showcase-forza-motorsport-redfall-160842421.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/96858130-91c5-11ed-aff6-6dae08572dfe,2023-01-11T16:08:42Z,"The first major gaming showcase of the year (unless another one emerges in the meantime) is on the calendar. Xbox
 and Bethesda
 are hosting an event on January 25th at 3PM ET. You'll be able to wa… [+1590 chars]"
22,22,"{'id': 'engadget', 'name': 'Engadget'}",Jon Fingas,John Deere will let US farmers repair their own equipment,"John Deere has been one of the stauncher opponents of right to repair regulation, but it's now willing to make some concessions. Deere & Company has signed a memorandum of understanding with the American Farm Bureau Federation (AFBF) that lets US farmers and …",https://www.engadget.com/john-deere-right-to-repair-agreement-143035364.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/1ed37080-9020-11ed-bcfd-5b59e67cd508,2023-01-09T14:30:35Z,"John Deere has been one of the stauncher opponents of right to repair regulation, but it's now willing to make some concessions. Deere &amp; Company has signed a memorandum of understanding with the … [+1759 chars]"
23,23,"{'id': 'engadget', 'name': 'Engadget'}",Andrew Tarantola,80 percent of Twitter's full-time staff has evaporated under Musk,"Elon Musk wasn't lying last October when he told Bloomberg that 75 percent of the employees at his newly acquired toy, Twitter.com, wouldn't lose their jobs under his ownership, as The Washington Post had reported at the time. Turns out, it's closer to 80 per…",https://www.engadget.com/80-percent-of-twitters-full-time-staff-has-evaporated-under-musk-234247201.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/9110e8b0-9919-11ed-9bbf-4667933c7326,2023-01-20T23:42:47Z,"Elon Musk wasn't lying last October when he told Bloomberg that 75 percent of the employees at his newly acquired toy, Twitter.com, wouldn't lose their jobs under his ownership, as The Washington Pos… [+2106 chars]"
24,24,"{'id': 'engadget', 'name': 'Engadget'}",Igor Bonifacic,Wyoming wants to phase out sales of new EVs by 2035,"While jurisdictions like California
 and New York
 move toward banning the sale of new gasoline-powered cars, one US state wants to go in the opposite direction. Wyoming’s legislature is considering a resolution that calls for a phaseout of new electric veh…",https://www.engadget.com/wyoming-wants-to-phase-out-sales-of-new-e-vs-by-2035-200704042.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/ee8f8510-950d-11ed-bece-1cd35b6a9f28,2023-01-15T20:07:04Z,"While jurisdictions like California and New York move toward banning the sale of new gasoline-powered cars, one US state wants to go in the opposite direction. Wyomings legislature is considering a r… [+2398 chars]"
25,25,"{'id': 'engadget', 'name': 'Engadget'}",Kris Holt,"Samsung's latest gaming monitors include an 8K, 57-inch ultra-wide display","Samsung is pushing further into the realm of humongous monitors with the next-gen, 57-inch Odyssey Neo G9. Some may find this model a bit more palatable than the 55-inch Odyssey Ark Samsung released last year, as it's an ultrawide with a ratio of 32:9 (the Ar…",https://www.engadget.com/samsung-ces-monitors-8k-57-inch-ultra-wide-odyssey-150046205.html,https://s.yimg.com/os/creatr-uploaded-images/2022-12/63c63510-8887-11ed-befc-f2b74ee86419,2023-01-02T15:00:46Z,"Samsung is pushing further into the realm of humongous monitors with the next-gen, 57-inch Odyssey Neo G9. Some may find this model a bit more palatable than the 55-inch Odyssey Ark Samsung released … [+3213 chars]"
26,26,"{'id': 'engadget', 'name': 'Engadget'}",Sam Rutherford,ASUS went with ceramic for its new new Zenbook 14X OLED laptop,"This year at CES ASUS has an updated version of its bread and butter ultraportable in the Zenbook 14X OLED. But for 2023, in addition to revamped specs, ASUS is trying out a fancy new ceramic coating on the laptop’s lid.The process used to create the coating …",https://www.engadget.com/asus-went-ceramic-with-the-new-zenbook-14-x-oled-laptop-hands-on-specs-ces-2023-190016923.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/fb0dce50-8a31-11ed-b3ff-b8d61a9c0194,2023-01-04T19:00:16Z,"This year at CES ASUS has an updated version of its bread and butter ultraportable in the Zenbook 14X OLED. But for 2023, in addition to revamped specs, ASUS is trying out a fancy new ceramic coating… [+2402 chars]"
27,27,"{'id': 'engadget', 'name': 'Engadget'}",Will Shanklin,ASUS is bringing more Nebula Displays and better cooling to its gaming laptops,"ASUS is refreshing its gaming laptops with HDR Mini LED displays, better cooling and updated processors and graphics. However, since the company hasn’t yet announced pricing, it's harder to discern the latest models' value.The Nebula display is found in more …",https://www.engadget.com/asus-rog-gaming-laptops-ces-2023-190025449.html,https://s.yimg.com/os/creatr-uploaded-images/2022-12/67567b10-87b3-11ed-a7fd-0faba6c9714d,2023-01-03T19:00:25Z,"ASUS is refreshing its gaming laptops with HDR Mini LED displays, better cooling and updated processors and graphics. However, since the company hasnt yet announced pricing, it's harder to discern th… [+3524 chars]"
28,28,"{'id': 'engadget', 'name': 'Engadget'}",Cherlynn Low,The tech industry still has a long way to go when it comes to accessibility,"As many in the accessibility community will tell you, inclusive design isn’t an endeavor that’s “one and done.” It’s a continuous, ongoing effort to ensure that as new products and services are made, people with different needs or disabilities aren’t left out…",https://www.engadget.com/accessibility-in-big-tech-companies-2022-report-2023-140007102.html,https://s.yimg.com/os/creatr-uploaded-images/2022-10/ec222020-4a72-11ed-befd-aa5f02dab3cd,2023-01-16T15:00:07Z,"As many in the accessibility community will tell you, inclusive design isnt an endeavor thats one and done. Its a continuous, ongoing effort to ensure that as new products and services are made, peop… [+8892 chars]"
29,29,"{'id': 'engadget', 'name': 'Engadget'}",Mat Smith,The Morning After: The best of CES 2023,"After canceling our CES plans in 2022 (and there wasn’t even a show in 2021), the Engadget team sent a dozen staffers to this year’s CES. The show wasn't as busy as in pre-pandemic years, but many events were packed, and companies had plenty of announcements …",https://www.engadget.com/the-morning-after-the-best-of-ces-2023-123801480.html,https://s.yimg.com/os/creatr-uploaded-images/2023-01/056445a0-8de8-11ed-bfef-68b36fcc8710,2023-01-09T12:38:01Z,"After canceling our CES plans in 2022 (and there wasnt even a show in 2021), the Engadget team sent a dozen staffers to this years CES. The show wasn't as busy as in pre-pandemic years, but many even… [+4415 chars]"
30,30,"{'id': 'engadget', 'name': 'Engadget'}",Mat Smith,The Morning After: Disgraced FTX founder Sam Bankman-Fried started a newsletter,"Sure, it may not sound like the spiciest headline, but Sam Bankman-Fried is in a weird place to be starting a Substack. He’s facing up to 115 years in prison if he’s convicted of federal fraud and conspiracy charges. And yet the embattled founder of collapsed…",https://www.engadget.com/the-morning-after-disgraced-ftx-founder-sam-bankman-fried-started-a-newsletter-121524221.html,https://s.yimg.com/os/creatr-uploaded-images/2022-12/4dbb1a20-8b9c-11ed-bfff-098e3d3d682d,2023-01-13T12:15:24Z,"Sure, it may not sound like the spiciest headline, but Sam Bankman-Fried is in a weird place to be starting a Substack. Hes facing up to 115 years in prison if hes convicted of federal fraud and cons… [+3380 chars]"
31,31,"{'id': 'wired', 'name': 'Wired'}",Jeff Link,Does Meta’s Horizon Workrooms Deliver? Customers Say Yes … and No,"Companies trialing the metaverse space say it’s kind of fun, but only in small doses.",https://www.wired.com/story/meta-horizon-workrooms-glitchy-company-trials/,"https://media.wired.com/photos/63b7820ea218e1847e6e31ca/191:100/w_1280,c_limit/Biz-meta-Magic%20Room.jpg",2023-01-06T12:00:00Z,"Its a rhetorical question, but LeBeaus statements when we met in Workrooms for an interview several weeks ago suggest he objects to the premise. For one thing, people dont spend their lives in VRtypi… [+3911 chars]"
32,32,"{'id': 'wired', 'name': 'Wired'}",Lily Hay Newman,The Worst Hacks of 2022,"The year was marked by sinister new twists on cybersecurity classics, including phishing, breaches, and ransomware attacks.",https://www.wired.com/story/worst-hacks-2022/,"https://media.wired.com/photos/63a3aa90550e73743dfab497/191:100/w_1280,c_limit/Security_YIR_WorstHacksof2022%20(1).jpg",2022-12-29T12:00:00Z,"With the pandemic evolving into an amorphous new phase and political polarization on the rise around the world, 2022 was an uneasy and often perplexing year in digital security. And while hackers fre… [+7901 chars]"
33,33,"{'id': 'wired', 'name': 'Wired'}",Lily Hay Newman,Russian Ransomware Gang Attack Destabilizes UK Royal Mail,"Plus: Joe Biden's classified-documents scandal, Microsoft ends security support for Microsoft Windows 7, and more.",https://www.wired.com/story/royal-mail-ransomware-attack-security-roundup/,"https://media.wired.com/photos/63c1b2c4ba53d80ea8aba4f9/191:100/w_1280,c_limit/Biz-royal-mail-1373083882.jpg",2023-01-14T14:00:00Z,"A WIRED investigation this week found that the app SweepWizard, which some US law enforcement agencies use to coordinate raids, was publicly exposing sensitive data about hundreds of police operation… [+4782 chars]"
34,34,"{'id': 'wired', 'name': 'Wired'}",Boone Ashworth,Apple Is Reportedly Testing MacBooks With Touchscreens,"Plus: Samsung sets a date for the next Galaxy Unpacked, Xbox gets a power-saving mode, and the right-to-repair fight rages on.",https://www.wired.com/story/apple-tests-touchscreen-macbooks/,"https://media.wired.com/photos/63c1b4a4c70009d9f70492c7/191:100/w_1280,c_limit/Biz-Apple-store-1445281649.jpg",2023-01-14T14:00:00Z,"After years of saying it wouldnt ever slap a touchscreen on a laptop, Apple may now be planning to do just that. A report by Mark Gurman at Bloomberg asserts that Apple is testing touchscreen tech on… [+3247 chars]"
